city,state,median household income (dollars)_2017,monthly cost_2017,owner occupied income_2017,owner occupied cost_2017,renter occupied income_2017,renter occupied cost_2017
south fallsburg,ny,37588,642,48295,1119,31422,572
south haven,mi,42534,741,57622,902,26364,669
south hill,va,39656,758,51217,696,27000,783
south lake tahoe,ca--nv,52382,1124,66837,1459,36871,971
south lyon--howell,mi,75675,1149,85942,1234,40490,955
southold,ny,74099,1447,81509,1454,39861,1442
south paris,me,35324,707,59536,768,21383,639
south pittsburg,tn--al,32066,488,43450,490,17284,481
south vacherie,la,57712,538,65379,418,41250,858
sparta,ga,21655,709,24702,742,19559,640
sparta,il,44127,590,55143,584,29083,611
sparta,mi,41163,775,57500,891,32379,706
sparta,tn,32088,612,39453,546,22237,666
sparta,wi,53235,774,60522,779,34594,767
spartanburg,sc,46440,779,59016,801,28238,758
spearfish,sd,42335,728,74952,852,28199,679
spearman,tx,33487,622,39408,571,29063,649
spencer,ia,45000,708,61201,809,20954,622
spencer,wv,28782,423,45720,409,18056,453
spirit lake,ia,52227,819,69161,911,26294,719
spokane,wa,50203,931,67165,1054,31884,846
spooner,wi,35556,630,44904,602,26940,646
spout springs,nc,68470,1361,89350,1399,52940,1343
spring creek north,nv,65134,897,67056,839,60750,1195
springfield,ga,41513,906,54191,977,28831,749
springfield,il,55793,837,74409,900,28774,781
springfield,ma--ct,55060,1070,78443,1275,28493,917
springfield,mo,42113,766,59630,827,28191,735
springfield,oh,40894,708,54735,723,25394,698
springfield,tn,46116,837,56418,895,28167,803
springfield,vt,31623,824,42409,805,18313,828
spring hill,fl,43866,759,47419,643,32655,943
spring hill,ks,67570,1330,78011,1445,31890,791
springhill,la,25833,462,29484,361,20226,549
spring hill,tn,85911,1384,91352,1408,52238,1239
springs,ny,87329,1744,102576,1869,36188,1700
springtown,tx,43508,916,60313,1005,21923,835
springville,ny,54813,735,75091,915,28363,615
spruce pine,nc,32949,566,43789,596,14825,552
stafford springs,ct,56336,1086,68359,1258,42614,909
stamford,tx,39167,532,53284,542,26310,542
stanford,ky,30363,543,42857,473,18651,559
stanley,wi,38750,635,51944,677,23906,593
stansbury park,ut,83667,1429,85919,1461,65292,1216
stanton,ky,30551,540,49250,524,19276,610
stanwood,wa,60299,1373,81929,1573,27365,949
staples,mn,38031,653,43519,644,26016,585
star,id,55000,1143,58837,1159,46709,1054
starkville,ms,31086,770,67711,826,17942,762
state college,pa,51361,1084,100231,1262,27932,1011
statesboro,ga,30196,781,69846,802,21596,777
staunton,il,41894,657,64266,685,21609,646
staunton--waynesboro,va,46662,855,59722,891,30941,830
stayton,or,52009,1062,71250,1310,32766,853
steamboat springs,co,67868,1342,77332,1479,50377,1210
steeleville,il,44385,580,47031,540,35417,628
stephenville,tx,42882,787,65017,810,25155,779
sterling,co,40128,714,53255,714,30302,714
sterling,il,45513,691,56054,715,28303,664
stevens point,wi,51507,773,70901,915,27987,709
stewartstown,pa,79321,1405,93281,1491,22833,800
stewartville,mn,55848,958,69948,1100,23239,810
stigler,ok,29461,542,39200,467,20667,574
stillwater,ok,29024,808,76724,967,19104,771
stilwell,ok,23500,454,36406,362,17388,477
stockton,ca,48769,1101,68207,1270,32724,1004
storm lake,ia,50284,695,66028,784,32232,641
story city,ia,55517,711,77188,774,34803,683
strasburg,va,57326,998,71210,1113,33583,943
streator,il,46439,643,58054,677,23703,608
stuarts draft,va,55833,970,67711,1055,26620,794
sturgeon bay,wi,51314,773,61065,875,31575,752
sturgis,mi,39688,757,51958,781,26838,724
sturgis,sd,37571,624,61107,681,20452,535
stuttgart,ar,37683,682,47931,669,25618,687
sugarmill woods,fl,47241,711,48115,664,42298,1100
sullivan,il,41042,674,53423,745,26779,617
sullivan,in,31250,650,45867,594,14346,662
sullivan,mo,33302,733,50081,710,26506,748
sullivan city,tx,25368,377,27473,376,16028,539
sulphur,ok,45651,622,52218,481,37941,669
sulphur springs,tx,38396,713,49565,647,28858,750
sultan,wa,64289,1338,70421,1404,47917,1168
sumiton,al,44386,720,61667,729,21895,686
summersville,wv,31438,508,64500,561,13377,360
summerville,ga,31635,527,43750,422,23904,569
summit park,ut,122454,2180,143792,2410,46613,1298
sumter,sc,42087,779,55007,789,27826,772
sunbury,pa,44975,720,62273,775,29448,685
sun city hilton head,sc,68927,661,69195,633,53459,1424
sunnyside,wa,41440,790,58323,890,26002,722
sunrise shores,tx,40929,549,38071,499,61250,812
sunset,la,26250,561,51827,565,12442,466
superior,az,38036,612,33409,427,50559,775
susanville,ca,51250,1020,69000,1114,31705,976
susquehanna depot,pa,35096,725,43750,780,24630,703
sutherlin,or,36352,824,45656,826,30462,821
swainsboro,ga,29191,611,40273,591,17219,620
swansboro,nc,52981,1024,58132,994,41570,1052
swanton,vt,48884,937,65673,1200,19500,759
sweet home,or,37297,808,44973,772,27553,841
sweetwater,tn,41528,690,47661,697,35455,684
sweetwater,tx,38125,532,43081,466,24112,625
sylacauga,al,32458,541,47455,528,18640,548
sylvan beach,ny,55701,801,62778,781,33139,1018
sylvania,ga,24069,596,43047,653,16689,571
sylvester,ga,26410,682,51543,651,19803,702
syracuse,in,53740,852,63635,930,34219,784
syracuse,ny,54205,907,75354,1027,30271,819
tabor city,nc--sc,24583,562,38375,506,14438,611
taft,ca,43136,827,56660,859,24429,801
taft,tx,30724,638,37734,576,24740,684
tahlequah,ok,33352,634,52318,651,22169,626
tahoka,tx,38291,636,57273,600,12458,663
talladega,al,28081,547,36062,597,19877,520
tallahassee,fl,47576,1016,76441,1117,30922,971
tallassee,al,37857,498,51750,455,21027,531
tallulah,la,27076,462,36406,397,16234,516
tama,ia,47527,698,53058,709,28810,682
tamaqua,pa,34622,647,44096,636,27641,677
tampa--st. petersburg,fl,51153,1008,62806,986,37117,1027
taneytown,md,70980,1142,87125,1362,35573,997
taos,nm,31687,561,39786,462,21328,678
tappahannock,va,35462,844,47500,690,30268,862
tarboro,nc,31819,677,45753,726,24194,658
taylor,tx,46393,862,60668,902,30614,848
taylorsville,nc,28592,571,36630,535,24177,605
taylorville,il,46382,672,58043,659,26491,671
tazewell,va,34703,631,38008,593,27093,664
tea,sd,79737,1217,92887,1400,36298,875
tehachapi--golden hills,ca,53653,1081,63734,1269,30016,878
tell city,in--ky,40108,590,49256,608,20244,571
temple,tx,52114,873,69100,930,35757,839
terra bella,ca,24338,690,33519,510,19922,772
terre haute,in,37358,696,51798,682,24020,705
terrell,tx,40674,891,58231,873,32194,897
texarkana--texarkana,tx--ar,40112,731,58366,715,25356,734
texas city,tx,52375,855,69192,841,30737,865
thayer,mo--ar,26301,467,40950,492,13058,439
the dalles,or--wa,48468,873,60878,1006,29504,763
thermopolis,wy,45325,644,50686,599,28618,692
thief river falls,mn,45160,643,55149,661,27703,621
thomaston,ga,29239,582,38429,537,19773,596
thomasville,al,31024,503,34250,400,22411,525
thomasville,ga,37375,813,52493,815,26325,810
thomson,ga,23777,663,47593,723,20151,638
thousand oaks,ca,107024,2238,124856,2420,72723,1972
three rivers,mi,42733,673,55033,694,27830,660
thurmont,md,67694,1220,82902,1412,32935,953
ticonderoga,ny,53462,831,69413,864,12354,738
tiffin,oh,39919,682,52882,705,26512,674
tifton,ga,32306,627,45786,709,24980,605
tillamook,or,40525,851,54545,1021,25846,772
tipton,ca,31887,830,39605,718,30181,915
tipton,in,49091,740,54658,755,26509,720
tipton,ia,56725,654,62000,696,40699,592
tipton,mo,49091,493,54245,568,29050,484
titusville,fl,44459,773,52924,669,28883,869
titusville,pa,35644,581,47895,609,20846,567
toccoa,ga,34761,651,53526,734,20587,586
toledo,oh--mi,47196,799,65222,920,26676,711
toledo,or,48464,877,60187,906,33854,769
tomah,wi,45797,830,59573,794,39186,837
tomahawk,wi,41190,743,58036,880,20688,593
tonganoxie,ks,66705,996,89572,1232,26399,640
tonkawa,ok,43320,592,55156,559,28162,625
tooele,ut,58617,1025,63004,1069,36301,915
topeka,ks,50506,803,66653,866,30698,761
toppenish,wa,42280,872,54670,950,27067,763
tornillo,tx,32500,417,35455,422,23750,453
torrington,ct,58147,1069,73961,1271,33260,918
torrington,wy,41819,756,51179,797,29653,698
towanda,pa,39643,727,61953,708,25247,729
tracy,ca,84404,1800,98253,1945,63983,1584
traverse city,mi,52452,957,65220,987,35058,922
tremonton,ut,51388,863,62500,974,34693,716
trenton,fl,30104,682,47583,717,20417,669
trenton,ga,32500,556,40813,412,25352,613
trenton,il,59777,872,72292,913,37500,692
trenton,mo,35633,528,52115,477,19069,570
trenton,nj,69254,1379,91978,1643,36302,1135
trenton,tn,24500,656,29706,485,20637,673
tri-city--myrtle creek,or,43575,823,49059,840,32213,790
trinidad,co,38070,690,49742,688,26813,689
trinity,tx,26164,524,32105,451,13836,708
troy,al,27710,655,51641,659,16802,641
troy,mo,51311,888,64351,953,27995,822
troy,nc,24213,498,51006,717,12459,471
truckee,ca,84583,1718,95465,2010,59323,1360
trumann,ar,37183,572,49241,610,21138,553
truth or consequences,nm,28247,425,33097,406,17972,487
tuba city,az,47459,411,43831,341,52174,656
tucson,az,46860,886,62155,931,30706,851
tucumcari,nm,23602,405,29323,338,20327,514
tulia,tx,31189,600,43062,610,18600,594
tullahoma,tn,37957,686,53504,729,25922,657
tulsa,ok,52444,893,70187,988,33868,822
tunica,ms,27067,652,59258,641,18182,664
tunkhannock,pa,44919,844,68966,946,30380,791
tupelo,ms,43080,745,60997,839,23492,692
tupper lake,ny,53363,676,57679,740,43125,643
turlock,ca,53608,1111,68928,1247,35896,1023
tuscaloosa,al,47316,876,65953,1002,26865,817
tuscola,il,50108,696,68333,718,25431,682
tuskegee,al,26136,604,48281,605,16818,604
twentynine palms,ca,40455,796,55282,900,36276,784
twin falls,id,46547,815,58123,859,30430,757
twin lakes,va,58452,1310,61818,1362,27500,895
twin rivers--hightstown,nj,111180,2028,151266,2415,60596,1430
two harbors,mn,49135,726,65048,847,27837,634
tybee island,ga,74839,1473,101500,1784,37045,1182
tyler,tx,48697,878,63701,891,32375,872
tyrone,pa,42405,646,55694,658,26792,627
ukiah,ca,45247,1068,64853,1113,30402,1056
ulysses,ks,56723,639,67442,678,27832,639
unadilla,ga,26719,343,37232,411,17059,321
union,mo,46525,802,58214,964,30880,687
union,sc,30457,567,40516,493,21000,607
union city,in--oh,31481,523,36104,517,21019,532
union city,pa,47500,676,54937,752,22986,592
union city,tn,32299,593,51814,678,20013,567
union grove,wi,65391,1050,79196,1176,39758,864
union springs,al,21667,606,43866,480,10396,622
uniontown--connellsville,pa,36747,620,50402,634,20931,611
upland,in,52222,663,69896,764,32639,641
upper greenwood lake,nj,85188,1947,92457,2036,40121,1716
upper sandusky,oh,40735,638,50612,701,34321,622
urbana,oh,40097,700,54595,768,26250,658
urban honolulu,hi,77743,1703,103126,1847,55884,1611
utica,ny,44881,780,62123,850,25738,730
uvalde,tx,40818,555,47401,496,30611,617
vacaville,ca,76870,1661,96438,1830,54034,1470
vail,az,82909,1362,88390,1314,54688,1497
vail,co,75441,1388,85929,1350,66019,1423
valatie,ny,79531,1170,92563,1358,35833,788
valdosta,ga,35136,775,53760,829,24163,755
valentine,ne,50729,741,58036,795,30625,726
vallejo,ca,68899,1487,89932,1646,43621,1359
valley city,nd,47521,608,66250,568,33279,657
valley--lanett,al--ga,35299,686,47424,639,28741,720
van,tx,51490,725,59063,803,39559,662
vandalia,il,40354,607,50644,574,23929,636
vandalia,mo,34777,495,41891,433,27500,571
van wert,oh,43455,640,51210,634,28403,650
vassar,mi,35902,606,47472,613,19261,605
veneta,or,44235,1033,51811,1094,28942,814
venus,tx,47700,994,48977,1008,43750,922
vergennes,vt,57500,1167,71083,1398,34911,950
vermillion,sd,33920,731,76354,841,23424,720
vernal,ut,64881,977,71941,1034,41507,876
vernon,tx,41622,635,50101,613,33824,634
versailles,ky,56989,871,71511,996,31593,678
versailles,oh,54167,632,68100,707,28056,580
vicksburg,ms--la,35667,686,51699,735,20368,663
victoria,tx,52183,869,68440,856,37713,876
victorville--hesperia,ca,49122,1169,61723,1216,34516,1125
vidalia,ga,28698,603,49105,638,21893,585
vienna,ga,26862,525,47351,726,16949,488
vieques (vieques municipio),pr,16065,156,16790,156,15386,635
village of four seasons,mo,60806,851,63438,818,32031,981
village of oak creek (big park),az,49688,1172,56431,1199,46154,1159
villas,nj,55943,1183,64636,1274,29940,1046
ville platte,la,20000,490,40130,438,16798,509
vincennes,in,38791,656,52591,627,26719,679
vineland,nj,50313,1104,69406,1260,25898,957
vineyard haven,ma,61796,1644,80267,1778,44938,1414
vinita,ok,34134,583,41322,483,26580,674
vinton,ia,46803,635,51099,664,22015,586
vinton,la,30417,451,37380,300,21671,617
virden,il,51750,681,66603,721,25699,628
virginia,mn,40574,593,58410,615,21678,572
virginia beach,va,60507,1248,78977,1404,40666,1127
viroqua,wi,36453,662,50966,790,16630,606
visalia,ca,50390,1043,65789,1169,34076,938
vistancia,az,105543,1608,108281,1562,91111,1767
vivian,la,30150,446,50511,443,23021,442
wabash,in,44185,633,50203,606,28352,643
waco,tx,41683,832,62095,881,26980,803
waconia,mn,85882,1529,98838,1674,38234,926
wadena,mn,41228,631,50278,619,29800,634
wadesboro,nc,31514,695,48900,666,22826,722
wagoner,ok,33484,678,43393,622,25543,709
wahoo,ne,54489,801,66705,913,32750,624
wahpeton,nd--mn,50081,594,69079,675,26460,545
waikoloa village,hi,78419,1591,83283,1619,67411,1584
waimea (hawaii county),hi,68180,1562,80603,1784,49145,1233
walden,ny,71699,1463,92266,1810,46280,1154
waldorf,md,94118,1818,107232,1940,58438,1640
waldport,or,41230,814,47969,879,27083,775
waldron,ar,26537,463,42083,404,19674,500
walkerton,in,41866,693,48672,714,26176,661
walla walla,wa--or,47421,797,59480,779,31002,811
walnut ridge,ar,34844,558,51818,532,17725,560
walsenburg,co,28481,574,37429,534,23449,593
walterboro,sc,29788,650,37365,543,23313,715
walters,ok,46790,615,54671,647,24537,587
walton,ny,30907,708,50846,772,14983,699
walworth,ny,85980,1290,86959,1325,45278,671
walworth,wi,55368,992,76992,1216,28750,819
wamego,ks,50273,844,61625,908,40184,809
wapakoneta,oh,53163,672,63319,703,30750,628
wapato,wa,38929,713,48547,720,30194,711
warden,wa,39597,733,60179,778,28681,671
ware,ma,44601,974,63365,1192,31226,755
warner robins,ga,53315,922,69224,972,33551,883
warren,ar,27028,527,38548,471,20044,568
warren,pa,44090,600,57531,607,28232,595
warrensburg,mo,40858,765,69864,970,26055,717
warrensburg,ny,47813,733,63571,752,21335,730
warrenton,mo,40413,860,50578,901,25671,818
warsaw,in,57788,811,66996,835,36386,767
warsaw,mo,28925,598,32821,454,22500,622
warsaw,ny,44338,620,76594,933,28304,511
warsaw,nc,25594,589,39354,723,20668,527
warwick,ny,78616,1551,110637,1865,38722,985
wasco,ca,36501,846,53664,1017,24156,699
waseca,mn,46855,748,62059,856,21747,600
washington,dc--va--md,98949,1820,126573,2051,63459,1638
washington,ga,24838,621,35746,669,16616,492
washington,in,37319,629,55506,623,22847,637
washington,ia,46944,806,58017,782,33581,835
washington,mo,56441,850,68891,984,39531,703
washington,nj,73468,1467,96967,1794,34568,1071
washington,nc,36655,724,61599,800,18620,687
washington court house,oh,40203,709,51166,726,31293,698
watchtower,ny,27202,894,72738,1196,12107,780
waterbury,ct,54299,1123,80140,1435,28062,945
waterbury,vt,54982,996,72500,1274,40139,921
waterford,ca,50469,1051,57328,1119,32454,982
waterloo,il,64162,1044,76731,1175,29592,792
waterloo,ia,48681,791,64318,843,29493,752
waterloo,wi,73696,852,75493,1069,40185,728
watertown,ny,43487,911,62259,867,37205,937
watertown,sd,48384,734,65659,786,32240,684
watertown,wi,45237,901,66396,1069,33515,796
water valley,ms,30244,499,32208,535,23977,467
waterville,me,38452,747,57563,830,21449,691
watkins glen,ny,37850,676,66691,783,20000,636
watonga,ok,51891,460,52634,402,40119,496
watseka,il,36627,594,48926,709,20676,563
watsonville,ca,53819,1420,82096,1627,40070,1332
wauchula,fl,34220,592,41737,540,25563,654
waukon,ia,44347,521,51250,542,28077,495
waupaca,wi,50703,725,63750,772,32068,673
waupun,wi,51168,789,65118,962,32938,694
wausau,wi,49036,789,65186,902,30223,699
wauseon,oh,48462,803,64738,883,28135,703
wautoma,wi,28906,650,46477,665,15594,649
waverly,ia,58403,820,70925,944,32039,636
waverly,ne,80455,1161,88309,1278,31198,638
waverly,tn,29525,592,36558,580,18943,603
waverly city,oh,37000,656,49450,695,24076,649
waycross,ga,34931,592,47622,490,22176,645
wayland,mi,54890,815,68342,807,29500,817
wayne,ne,42436,703,72885,759,24517,673
waynesboro,ga,26815,496,45170,493,14749,497
waynesboro,ms,24978,545,30441,537,16771,554
waynesboro,pa--md,49826,850,60635,974,31678,786
waynesburg,pa,51209,678,66284,672,31875,686
weatherford,ok,45159,696,85890,786,30503,685
weatherford,tx,64913,1089,81055,1173,40488,996
webster city,ia,46132,737,62721,780,33333,669
wedgefield,fl,61031,1418,59565,1412,61463,1431
weedsport,ny,53633,792,60163,881,34904,716
weirton--steubenville,wv--oh--pa,42477,602,54516,583,22845,620
weiser,id--or,30865,675,44468,696,22167,668
welch,wv,32824,369,38723,357,9209,605
wellington,co,85387,1321,95028,1331,53158,1216
wellington,ks,41533,690,55938,693,26152,687
wellington,oh,44735,756,59602,958,25109,669
wellsville,ny,42556,632,53500,669,21694,617
welsh,la,33607,566,37500,402,31250,687
wenatchee,wa,55840,964,67212,1079,36622,872
wendell,id,41446,654,50156,629,32946,667
wendell--zebulon,nc,53203,1009,68125,1002,33423,1015
west,tx,40625,751,50000,680,31434,776
west bend,wi,61069,1006,74931,1178,39926,840
west columbia,tx,67534,906,62394,904,68043,907
westernport,md--wv,39611,512,47713,492,22543,545
westfield,ny,39306,661,59632,627,14853,681
west frankfort,il,29144,528,37120,517,18325,553
west jefferson,oh,53827,900,59145,1031,42143,758
west lafayette,oh,38640,541,44917,529,26076,569
west liberty,ia,53455,901,64545,988,41667,620
westminster--eldersburg,md,92217,1562,107811,1793,44036,1157
weston,wv,36799,514,39929,408,30208,639
west plains,mo,32232,643,40837,622,26835,648
west point,ms,25788,620,37350,591,17500,673
west point,ne,41662,629,53690,637,27604,638
west point,ny,87857,1625,103371,1745,80642,1431
west point,va,65443,1073,70952,1251,53175,969
west tawakoni,tx,34604,592,38654,529,22469,767
west union,oh,19054,547,41635,560,12930,548
westville,in,40132,612,44511,611,30605,608
west wendover,nv--ut,47482,739,59500,1090,37194,715
wetumpka,al,42719,842,50994,908,33813,772
wewoka,ok,25807,445,31648,403,18401,546
weyers cave,va,59198,1010,59744,989,58698,1039
wharton,tx,38159,654,41957,530,25367,715
wheatland,ca,66288,1336,74313,1555,46250,913
wheatland,wy,48469,705,61724,716,22785,648
wheeling,wv--oh,40393,572,51391,549,22895,605
whispering pines,nc,73072,1033,71992,662,81014,1290
whitefish,mt,51648,998,74205,1080,42772,898
white hall,il,33045,527,38536,505,22750,561
whitehall,mi,49553,720,58524,766,24907,626
whiteman afb,mo,47365,912,63295,909,44015,912
white pine,tn,27449,575,33702,569,24783,641
whiteriver,az,23726,256,27669,203,17895,433
white rock,nm,118989,1368,131773,1411,46750,1205
whitesboro,tx,53621,611,66726,512,40821,715
white sulphur springs,wv,32824,599,44545,513,26734,700
whiteville,nc,33961,705,60990,787,16163,573
whitewater,wi,31284,792,65714,1082,18619,721
wichita,ks,51769,847,67618,923,31780,781
wichita falls,tx,44343,785,59903,811,29869,766
wickenburg,az,41235,649,50893,713,18352,588
wiggins,ms,33354,703,48500,581,30000,717
wilburton,ok,29878,512,42269,387,21989,549
willard,mo,54152,901,59718,962,39844,758
willard,oh,40902,605,53200,595,24468,633
willcox,az,41207,665,49375,682,14856,633
williams,az,45565,930,69545,1020,21708,866
williams,ca,54537,1125,62727,1192,36406,1049
williamsburg,ia,47823,588,68776,936,29250,492
williamsburg,ky,32185,604,41121,606,24057,604
williamsburg,va,77505,1289,93768,1345,44393,1207
williamson,wv--ky,23796,539,50383,515,12089,548
williamsport,pa,42804,808,60375,869,26742,774
williamston,mi,64983,979,86190,1232,41021,708
williamston,nc,31088,707,41199,770,28071,621
williamstown,ky,33389,746,54118,868,24898,714
williamstown,pa,47961,730,50135,742,34205,706
willimantic,ct,44959,985,71091,1320,25335,835
williston,fl,35587,646,54500,516,21559,705
williston,nd,90053,871,104158,812,55833,905
willits,ca,33400,1048,45598,1111,27455,1005
willmar,mn,47205,786,62703,903,26788,702
willows,ca,50051,832,60890,1041,25298,761
wills point,tx,41713,748,65083,820,21184,726
wilmington,nc,52265,1053,72075,1193,31414,945
wilmington,oh,33258,668,50855,635,25347,685
wilmore,ky,45667,768,79375,921,22174,684
wilson,nc,40779,785,60615,950,26437,743
wilton,ia,51124,768,61023,822,37813,625
winamac,in,38750,611,51806,588,30449,626
winchester,in,42306,619,50155,600,30106,633
winchester,ky,47569,765,64178,839,27505,695
winchester,tn,45000,597,52995,579,26941,611
winchester,va,62300,1115,80746,1207,43634,1053
winder,ga,54443,974,60537,994,42325,938
windom,mn,36996,643,59038,684,20391,613
window rock,az--nm,37429,415,38393,314,36714,446
windsor,mo,38339,568,39212,496,22400,649
windsor,nc,29011,643,39554,750,15658,503
windsor,vt--nh,40192,820,63487,1059,27889,752
winfield,ks,46801,718,63782,753,30146,689
winneconne,wi,63607,889,76579,1046,40089,655
winnemucca,nv,69273,906,90708,1027,45379,835
winner,sd,47292,655,59167,684,24603,595
winnfield,la,22269,501,30909,358,16870,606
winnsboro,la,19309,515,34209,340,14578,553
winnsboro,sc,31309,655,48355,480,19604,685
winnsboro,tx,30893,659,36964,608,19476,718
winona,mn,44537,698,62571,791,26027,642
winslow,az,35490,609,52188,587,21460,624
winston-salem,nc,47606,830,65182,916,27839,757
winter haven,fl,42026,789,50111,715,30226,861
winters,ca,76384,1501,86377,1704,50903,1050
winters,tx,34665,432,42448,397,31000,480
winterset,ia,48214,871,55821,938,35163,793
wisconsin rapids,wi,45033,726,58773,742,28373,712
wolf point,mt,32763,455,54875,479,25701,420
wonder lake,il,93884,1281,94777,1279,36250,1293
woodburn,or,50229,1016,57698,1084,38919,952
woodbury,tn,30927,621,45938,524,20680,647
woodcreek,tx,63864,1008,71083,943,58828,1200
woodlake,ca,32472,761,45579,937,22917,681
woodland,ca,60475,1215,83390,1449,41747,1073
woodland,wa,64909,1128,74574,1304,37131,879
woodland park,co,69050,1263,82730,1324,33980,1136
woodruff,sc,30729,621,35977,762,21726,592
woodstock,al,81076,839,82578,835,80217,844
woodstock,il,55344,1163,75754,1453,38488,980
woodstock,va,38553,850,55505,1020,26976,782
woodstown,nj,71000,1170,99405,1722,32019,979
woodville,fl,43833,632,47614,465,36389,1022
woodville,tx,38393,632,56607,487,17765,731
woodward,ok,50646,731,59963,660,41635,777
wooster,oh,45422,727,60982,792,26513,697
worcester,ma--ct,63701,1199,92364,1524,34721,1002
worland,wy,43859,666,56480,705,26897,613
world golf village,fl,103292,1779,104333,1862,96422,1755
worthington,mn,48176,713,65875,716,30113,704
wright city,mo,55500,973,75278,1126,20833,611
wrightstown,wi,71111,1108,79958,1181,50179,912
wrightsville,ga,27566,584,47774,602,16250,554
wrightwood,ca,61771,1214,93156,1250,34679,1206
wurtsboro,ny,61189,1135,64329,1213,41250,990
wynne,ar,41223,708,55476,704,26013,715
wytheville,va,44594,552,58712,463,18576,613
yadkinville,nc,38939,665,51389,623,20260,687
yakima,wa,45099,860,58969,935,32604,817
yankton,sd,41807,649,60864,761,23824,583
yauco,pr,14820,192,17611,183,8499,389
yazoo city,ms,20398,545,35498,518,13388,558
yellow springs,oh,62813,988,79973,1111,24000,862
yelm,wa,51684,1261,67679,1383,40299,1176
yerington,nv,39886,548,49121,513,21887,580
yoakum,tx,40332,622,42302,626,26637,617
york,ne,52432,678,67873,753,24717,636
york,pa,57005,1010,69996,1114,32747,915
york,sc,35896,713,53333,824,24130,620
yorkville,ga,49559,1053,56769,1067,37118,1036
youngstown,oh--pa,41103,660,53309,670,24013,649
youngsville,pa,39145,577,52500,593,24224,551
yountville,ca,70938,1438,72800,1130,65781,2012
yreka,ca,34583,804,48750,832,24059,746
yuba city,ca,49149,1017,66025,1159,34348,942
yucca valley,ca,42132,923,50538,925,33849,920
yulee,fl,61487,1036,69569,1031,30638,1125
yuma,az--ca,44762,797,51514,720,32743,868
yuma,co,41162,690,46226,724,28478,630
zanesville,oh,34233,658,50696,679,21438,651
zapata--medina,tx,33598,406,40667,381,16290,479
zephyrhills,fl,36864,628,42294,489,26287,804
zimmerman,mn,78376,1286,82250,1315,29079,971
zumbrota,mn,47873,827,74091,976,34058,629
zuni pueblo,nm,34401,270,36455,243,23421,561
